A3F2VVIQIY6U64|my daughter loves where the wild things are like any good person should and when i saw this puzzle i made sure to get it for her its a good size not made up of thin pieces has a picture on each side and is just plain cool i dont know what some other people are saying regarding it not being durable ours is just fine and isnt wearing away at all even almost a year after buying it the only thing bad i can say about it has to do with the box and thats not exactly why youre buying thisone side of the puzzle shows max moishe and bernard as he leads them in their wild rumpusing the other side is the image from the cover of the book with bernard asleep while maxs boat sails in the background the images are supposed to be awake and asleep to teach your child opposites i guess it does its job well though i wouldve went with the image of aaron and the big nosed wild thing sleeping for the asleep image but thats just me this puzzle is still good pieces of thick puzzle pieces not the sissy thin ones you get on  of puzzles out there they come in a colorful box with a small rope to carry it around the box breaks apart very easily so you might want to either take good care of it or just put the pieces somewhere else and get rid of itmy daughter was able to do this puzzle at a little under  and a half so any child  or up should have no problems doing it|spam
A3PPXVR5J6U2JD|i didnt really want to review conquest of nerathits not that i dont like board games but that i just dont have as much time to play them  my xbox  playstation  tivo and d modern tabletop roleplaying games all compete for time on my calendar but then wizards of the coast offered me a chance to playtest conquest of nerath and i just couldnt say noconquest of nerath is a risklike tabletop strategy game that involves moving armies across territories  reminiscent of the might  magic games conquest of nerath has two scales army and hero scale  armies which range from creatures to castles soldiers to ships can only play across the terrain heroes which include fighters and wizards are an asset to an army and can also go dungeon crawling  which lets face it is the whole point of playing a ddthemed version of riskive been railing against the decoupling of dungeons  dragons from toy stores for over a decade now and its refreshing to see wizards of the coast finally get it conquest of nerath is not just dd in name alone  it has a format and layout similar to thedition dungeons  dragons the terrain pieces are littered with familiar places like the temple of elemental evil and the tomb of horrors and the four different dragons actually look like their tabletop roleplaying game counterparts  conquest of nerath is proud of its roots and it harkens back to the original dungeons  dragons set in utilizing heroes on the battlefieldthere are also several stylistic flourishes that appeals to veteran roleplayers  gaming grognards will recognize the aforementioned staples of dungeon crawling but also have a weakness for dice guilty the number of dice determines a monsters hits and you inflict one hit by rolling above a  on various dice  dragons in case youre wondering roll a d conquest of nerath comes with a lot of dice but be warned  you will not have enough  but then again if youre anything like me you have plenty of dice within each reach if not stuck in your couch somewhere if you like dice youre going to love conquest of nerathas a matter of necessity the four armies of plastic pieces that come with the set are not mm scale  theyre probably more appropriate to a mm scale although some are not necessarily scalespecific  ogres could easily pass as goblins treants could easily pass assmaller treants  for those looking for repaints this set wont provide much fodder unless you plan to use the smaller scale in which case  buys you four armiesthere are also event cards that mix up the game as well as treasure cards earned from dungeon crawling if the games gorgeous design falls somewhat flat its on the cards which lack pictures  if i win a vorpal sword after battling a medusa i want to see itspeaking of medusa wizards and certain monsters have a first strike ability  normally all damage is inflicted simultaneously which ensures mutual destruction  but wizards have the ability to attack first before the opponent inflicts damage  they also can dungeon crawl  although the damage they inflict is smaller first strike is a very powerful ability and i ended up hording wizards as quickly as i couldif conquest of nerath has a flaw its the fiddly bits pieces for the dungeons which could just as easily have been cards treasury tokens that could easily be handled by counters and victory points that could also have been handled by counters  i prefer less pieces but then again i may be biased by my mobile oneyearolds propensity to eat anything she can catchconquest of nerath is a long overdue game that bridges the gap between tabletop dungeon crawls and board games its about time dd got a decent shot at the mainstream game audience  now all we need are conversion rules to integrate the conquest of nerath into mass combat rules for tabletop playyou can learn more about conquest of nerath at wizard of the coasts web site|spam
A3PPXVR5J6U2JD|waterdeep is probably only marginally familiar to most dungeons  dragons players and only those who play in the forgotten realms  unlike the other wilder parts of the forgotten realms like neverwinter waterdeep is a much more stable city which means it has much more possibilities for political intrigue wizards of the coast decided to take the dd brand in a different direction by creating a eurostyle game in which the pen is mightier than the swordplayers take the role of powerful lords vying for control of waterdeep leveraging its treasures and resources to gain an advantage  the lords influence the city through agents who in turn recruit adventurerswaterdeeps presentation is gorgeous  there are a variety of wooden meeples agents blocks adventurers four different kinds of cards and thick card stock representing buildings gold coins and victory points  players take on one of five different organizations in the form of play mats which assigns each player a colorgame play consists of creating buildings sending agents recruiting adventurers and then sending said adventurers different colors help differentiate their classes on quests the cards complicate these goals concluding after eight rounds of playi have nothing against this style of play but im not entirely sure what it has to do with dungeons  dragons  the branding from th edition is nowhere in evidence  the adventurers are just wooden blocks instead of plastic miniatures  you dont actually roll any dice  and last i heard no one was clamoring for the intrigues of waterdeeptheres nothing wrong with lords of waterdeep its just a surprising departure of the dd brand in a direction thats going after the adult boardgamer  use of the word eurostyle is a phrase aimed specifically at them  but its a category i dont fit into eurostyle games usually involve players negotiating with each other but theres little of that in evidence here  its more a resource game than a dialoguethat said lords of waterdeep does resource strategy very well at eight rounds its all over quickly and players will need to maximize their every resource to win in such a short period of time waterdeep seems to be more of a gateway game for board gamers to become more interested in the dd brand than the other way aroundtheres one thing that will appeal to gamers of the forgotten realms however the coins make an excellent prop|ham
A3PPXVR5J6U2JD|when the global economy went south and the cost of importing products from china went up the miniature market took a severe hit  miniatures are often molded and painted overseas which requires a considerable amount of manpower  to make up the cost of creating and shipping the miniatures they were sold in blind randomized packs to ensure that every miniature sold at a minimum base value when shipping and production costs went up this tactic became less effective and wizards of the coast pulled their dungeons  dragons miniatures line entirely now theyre back with dungeon commandwizards has found considerable success in adapting the th edition dungeons  dragons rules to the board game market with the adventure system a distribution channel long overdue given that the company is owned by hasbro  dungeon command heralds wizards return to the miniature market as its own skirmish game as game pieces for other adventure system board games like the legend of drizztand oh yeah for tabletop roleplaying gamesinstead of being released in random packs you know exactly what you get with dungeon command  sting of lolth consists of a drow wizard assassin blademaster and priestess two house guards a shadow mastiff two demonweb spiders a giant spider an umber hulk and a partridge in a pear tree ahem no sorry the last component is adrideras dd miniatures supporting a tabletop roleplaying game campaign this is a good spread  any dungeon master utilizing the drow will need a priestess for the matriarchal drow society and her spider minions whats curious is the inclusion of the halfdrowhalfspider driders see what they did there who are considered abominations by the drow and highly unlikely to be part of a warbandfor adventure system players there are  monster cards aligning with each of the miniatures and four interlocking terrain cardsif you just want to play the skirmish game you really should buy another opposing faction see what they did there  but there are rules to play a shortened game with the miniatures you have  after all it wouldnt be the first time drow fought each otherthe real surprise is that there are no dice in this game yes no dice  randomized elements are reserved through command cards and creature cards which are tapped and untapped  so this is basically magic the gathering meets dungeons  dragonsill wait for the traditional dd gamers to stop screamingwhats great about this set is its utility  drow have a strong theme that warrants a collection of this type and because they miniatures are prepainted unlike the unpainted miniatures for the adventure system the components can be used three different ways  in essence wizards didnt create a new game system they just provided new ways to use old miniatures  and thats a pretty sweet deal|spam
A3PPXVR5J6U2JD|continuing wizards of the coasts trend of repurposing their blind random miniatures sets for the tabletop version of dungeons  dragons to the board gamer set dungeon command heart of cormyr hopes to be a triple threat of interest to dd players adventure system board gamers and miniature gamersinstead of being released in random packs you know exactly what you get with dungeon command  for traditional tabletop players theres a war wizard a human ranger a halforc thug a halfling sneak two elf archers a dwarf cleric two dwarven defenders a dragon knight an earth guardian and a copper dragon  this collection is pretty much the player racers of dd set with the exception of the oftforgotten gnome  im not too familiar with cormyr but as a set it doesnt seem to hang together as well assting of lolth i would have preferred some sort of golem to an earth guardian and there seems to be an overabundance of dwarves but the copper dragon is a nice additionfor adventure system players there are  monster cards aligning with each of the miniatures and four interlocking terrain cardslike the other sets the skirmish game is adjudicated through movement and cards not dice  this will likely be quite a shock to those who are accustomed to the dd adventure system or tabletop roleplaying gamein fact i think theyre probably still screaming from the revelation in myother reviewdungeon command features a variety of fun components and rules treasure chests dangerous terrain etc that make each skirmish different and interesting  because it interlocks with other terrain from other sets the battlefield can be manipulated in a variety of ways  including flipping the tiles overive compared dungeon command to an unholy union between magic the gathering you can tap cards and dungeons  dragons miniatures you figure it out but thats oversimplifying the game  damage is inflicted simply by moving to a character and attacking which means that youre basically just running around the board most of the time  the real strategy comes into play by using the command cards which add or reduce damage at the moment you attack  its at this point traditional gamers will probably miss their dicewhat this means is that of the three uses for dungeon command miniature gaming is actually the weakest  its not bad but its not nearly as compelling as the adventure system  the challenge then is that the warband makeup matters more and a vanilla tour of the races of dd doesnt really cut it for the other two game formatsits unlikely dms will plunk down the thirty bucks for this set because they need the miniatures in it  drow warband  heck yes  random pcs with a suspicious race bias towards dwarves  not so much|spam
A3PPXVR5J6U2JD|ive reviewed previous editions of dungeon command  heres the short summary it uses cards instead of dice to resolve combat its compatible with both the dd adventure system series of board games including the legend of drizzt and tabletop dungeons  dragons and it comes with a series of prepainted plastic miniatures recycled from the cancelled dungeons  dragons miniatures game im less interested in this latest iteration of the miniatures game as i am in its compatibility with other dd gamesthe title should give away what you can expect to find here goblins or rather goblinoids and the creatures who love them  the set comes with a goblin archer two goblin cutters and a goblin champion  these three miniatures can be found unpainted in the legend of drizzt game  it should be pointed out the tiles that come with the set do not perfectly match the underground tiles of the legend of drizzt so while they are physically compatible they dont merge quite perfectly with the adventure system setswith the basics established the set continues with a wolf and a goblin wolf rider apparently wizards of the coast has moved away from the term worg which in turn was drawn from warg the evil wolves named by tolkien as being in league with goblins but the affiliation still stands which explains their inclusion herethere are also two hobgoblins soldiers a bugbear berserker and a hobgoblin sorcerer the sorcerer does more than sorcery  he summons a horned devil which is the only explanation for why this figure is in the set  the horned devil is one of two large figures along with the feral troll who will be right at home in the legend of drizztthere are two commanders tarkon draal black hand of bane who demoralizes opponents and snig the axe who deploys goblin hordes and is still just as mysterious as when he appeared in the cancelled miniatures game as the card says nobody knows if snig is the name of the axe or the goblinthis set focuses on what it does best  goblins combined with the miniatures from the drow dungeon command set you can replace quite a few of the unpainted miniatures of the legend of drizzt with their painted duplicates  while it may not be fancy this set makes an excellent goblin warband for dungeon command adventure system or the roleplaying game|spam
A3PPXVR5J6U2JD|i remember playing the original dungeon board game back at my neighbor kennys house  it served as a great recruiting tool for my elementary school friends to get them into playing dungeons  dragons later over thirty years later i played this latest iteration with my fiveyearold sonthe premise of dungeon is the original premise of dungeons  dragons four murder hobos wander into a dungeon grab as much treasure as they can by killing as many monsters as they can and then escape back home with it all the dungeon has a neat order to it with increasingly difficult levels of monsters six in total and correspondingly higher treasure rewards some treasure includes magic swords that give a bonus to attack while others allow the player to see what monster lurks in the nearby roomcombat with each monster can lead to acquiring a treasure or if you are unable to beat a target number with a combined roll of two dice losing treasure ground or even your characters life but dont worry like in the tabletop roleplaying game even death isnt permanentthe original dungeon game had four classes elf hero superhero and wizard corresponding to the original chainmail wargame  yes kids back then we had heroes and superheroes as classes  the s version im more familiar with was retooled to match basic dungeons  dragons dwarf elf paladin thief warrior and wizard so perhaps its no surprise that this latest version has cleric fighter rogue and wizard classesthe wizard a constant through all editions differs significantly from the rest of the classes in his ability to cast spells fireball lightning bolt and teleport and thats part of dungeons brilliance  you can play correspondingly different levels of play by the character you choose  my son played the halfling rogue and i played the human fighter because each class has different levels of gold requirements to win the game each class is encouraged to take more or less risk by venturing into deeper levels of the dungeonone consistent problem with all versions of dungeon is its multitude of pieces  theres cards for monsters treasure and spells cardboard pieces for the classes that dont stand up particularly well magic sword tokens lose a turn tokens and number tokens that i still have no idea what they do but the most egregious tokens are the cleared graveyard markers  when monsters are killed the markers are placed in the room which is fine until you have  and if you jostle the board the tokens slide all over the board  its very easy to lose track of what rooms you cleared as a resultthe other problem is that occasionally youre supposed to draw cards randomly from your collection of treasure but they are clearly marked on one side by level and color  the only way to actually randomly select which treasure you lose is by closing your eyesstill this is a very entertaining game that can be played by players of different levels of skill  even a fiveyearold  who beat me at my own game|spam
A1M8AYAL3L8ACP|we have lauri tall stacker pegs and these are similar but i like them better for younger babies  their bigger tops make it easier to stack for my yearold daughter  she just likes stacking them and taking them apart but my yearold enjoys stacking them by color and making patterns  this is a very good set for that  i think the lauri pegs are better for older children so it really depends on the age of your kids|spam
A2WS6FMF750EI9|special note this game is now called the enchanted forest copyright of my sagaland is this was my game first and i have now passed it down to my eightyearold daughter when i was her age i only looked at it once in a while and never once played it because i was embarrassed in general that i had a mom who purchased european nonmattel toys every so often boy was i pathetic yet i did hold on to it all these years deep in my psyche i somehow knew that i was holding a treasure the minute i busted this baby out almost thirty years later my kid was intrigued go figure i had her pegged as the hot pink typeyou getone game boardtwo dicesix little wooden villagersthirteen plastic trees which have symbolic images from european fairy tales underneath do not think disney herethirteen fairy tale cards which represent the following snow whites evil stepmom and her mirror cinderella and her missing slipper cinderella and the doves that help her sleeping beauty and the spindle the golden goose alladin and his lamp pussinboots boots of course crown of the king of frogs i call him the frog prince the ball that the frog fetches for the local princess a treasure chest key not in general this is from a specific tale the plucky little tailors belt the snowing feather bed of mother holle and the table that laid itself as you have know figured out by now we are missing some tales here in the united states huhthe general actionlittle figures are parked at the village trees are placed randomly and with no peeking in the designated tree spots spread across the board cards are piled at the castle and one is flipped over the cards have artwork depicting a scene from a tale and a small corresponding image that is also hidden under a tree that the players have to hunt for once found you try to get your butt to the castle as unobtrusively as possible in order to proclaim that certain trees position and claim the card if you claim three cards you winok here are the detailswhen you roll the dice you can either go in one direction by adding the total of the dice together or you can go in two different directions from your spot egif you roll two fours you can go eight spaces in one direction or four in one direction and four in another direction paths are all over the board adding interest and making crafty maneuvers possibleif you land on top of another villager she is sent back to the village to drown her sorrows at the tavernyou have to land precisely on a tree to see the hidden image under it do not show the other players if you do indeed find the coveted hidden image be quiet about it because another player can and will send you back to the village on purpose by trying to land on top of you create confusion about where the right hidden image is located by checking out other trees in the immediate area this way if someone wasis stalking your moves they will be left wondering exactly which tree has the prize thus they cannot take your glory by getting to the castle before youyou only have to roll one die in the castle zone you must land exactly on the key space in order to tell the king that you have found the image on the card you must proclaim this fact to the king and if you are right you show the tree to the others and keep the card the next card in the pile is flipped and if you happen to know where that hidden image is as well you can proclaim that one too if not just roll the die and leave the castlebe aware even here someone can still try to send you back to the villageif you thought you had the right tree and you indeed did not yes this can happen just put the tree back after proclaiming shut your trap and head back to the village to be put in the stockswhen you roll doubles you get to perform magic you may move your villager to any tree for viewing purposes move your villager to the first space past the stone bridge that leads to the castle or change the flipped over fairy tale card by shuffling the entire pile and flipping over the top card if the same card pops up everyone is stuck with it or you can forgo the magic stuff and just move your villager traditionallytactical hints from ravensburger watch the other players and do not make it easy for them to get to the castle use your memory power to the hilt yet do not worry too much about the tree that everyone is stalking that can change at any time due to someone claiming it before you or just up and changing the card when they roll doubles yes that can happen toothis game is not as complicated as it might sound it does get your memory workin and it is totally fun to waylay someone and send them packin to the hohum village my daughter is the master of this move i am so glad that i kept this game and that my daughter is herself|spam
A2WS6FMF750EI9|this is the only way i can still get my daughter to enjoy madeline anymore which breaks my heart this game ie easy and exciting somebody who reaches the apex of the game the attic might end up right back down at the extreme bottom rooms due to a roll of the dice set up is a breeze wish that ravensburger games and puzzles were sold at target i have to hunt for them at thrift stores so excellent|spam
